Weather,Road_Type,Time_of_Day,Traffic_Density,Speed_Limit,Number_of_Vehicles,Driver_Alcohol,Accident_Severity,Road_Condition,Vehicle_Type,Driver_Age,Driver_Experience,Road_Light_Condition,Accident,lat,long,State
Foggy,Highway,Morning,2,69,18,0,Low,Icy,Bike,20,0,Artificial Light,0,18.3580417714336,81.82288924474449,Andhra Pradesh
Foggy,Highway,Morning,3,69,7,0,Low,Dry,Bike,54,29,Daylight,0,16.677044630429457,82.63149688868175,Andhra Pradesh
Rainy,Highway,Afternoon,1,47,3,0,Low,Dry,Bike,53,28,Daylight,0,16.82061807903114,82.40585952516578,Andhra Pradesh
Clear,Rural Road,Afternoon,2,49,9,0,Low,Wet,Bus,59,34,Artificial Light,0,16.651743282448095,82.94375408723066,Andhra Pradesh
Foggy,Rural Road,Evening,1,63,1,0,Low,Wet,Bus,55,32,Artificial Light,0,14.472543206866243,78.5797001829543,Andhra Pradesh
Clear,Highway,Evening,2,111,5,0,Low,Wet,Truck,30,10,Daylight,0,15.323589351353192,78.4096248752222,Andhra Pradesh
Foggy,Rural Road,Morning,3,60,10,0,Low,Dry,Car,39,16,Daylight,0,17.720787733288105,83.78688044408584,Andhra Pradesh
Foggy,City Road,Evening,1,65,8,0,Low,Wet,Bike,48,24,Daylight,0,14.186864759090788,78.55957543900891,Andhra Pradesh
Foggy,Highway,Morning,2,32,18,0,Low,Icy,Bus,43,23,Artificial Light,0,19.452378939193572,77.64397340126511,Telangana
Clear,Highway,Morning,1,58,8,0,Low,Wet,Bike,21,3,Artificial Light,0,19.854390419763927,81.66062615013348,Telangana
Clear,City Road,Evening,1,112,4,0,Low,Dry,Bus,39,17,Artificial Light,0,18.36682664089911,81.77096406590812,Andhra Pradesh
Foggy,Rural Road,Afternoon,3,38,3,0,Low,Icy,Car,18,0,Daylight,0,15.045958344283179,78.51396675921579,Andhra Pradesh
Foggy,Highway,Evening,1,64,3,0,Low,Dry,Bike,20,0,Artificial Light,0,15.936193548189959,77.57771504718097,Andhra Pradesh
Rainy,Highway,Night,2,30,7,0,Moderate,Wet,Car,63,42,Daylight,1,16.87346598819474,81.71082331252121,Andhra Pradesh
Clear,Rural Road,Evening,2,83,18,0,Low,Icy,Bike,62,44,Artificial Light,0,17.438120680442307,81.66947744156661,Andhra Pradesh
Rainy,City Road,Night,3,95,7,0,High,Dry,Bus,45,24,Artificial Light,1,16.7912574770509,80.61703294946385,Andhra Pradesh
Foggy,City Road,Morning,3,54,2,1,Low,Icy,Car,57,36,Artificial Light,0,18.408895389705975,80.9048632827684,Andhra Pradesh
Rainy,City Road,Morning,1,105,10,0,Moderate,Icy,Car,55,35,Artificial Light,1,15.833403786830234,78.96624724674858,Andhra Pradesh
Rainy,City Road,Night,3,84,11,0,High,Icy,Truck,46,24,Artificial Light,1,16.066819120990704,77.7459156880736,Andhra Pradesh
Clear,City Road,Morning,3,69,2,0,Low,Wet,Truck,48,29,Daylight,0,17.86949272661872,80.47632834982556,Telangana
Rainy,Rural Road,Night,3,111,14,0,High,Wet,Bike,53,33,Daylight,1,18.20596382480161,81.11406163380948,Telangana
Rainy,City Road,Evening,1,42,17,0,Low,Wet,Bus,34,15,Artificial Light,0,16.096314006946542,80.44629488564608,Telangana
Foggy,Rural Road,Morning,1,74,4,0,Low,Wet,Bike,40,19,Artificial Light,0,17.25832172795989,81.69096243781911,Andhra Pradesh
Foggy,Highway,Morning,2,83,18,0,Low,Dry,Bus,46,28,Daylight,0,18.34541379437419,81.38767826082805,Telangana
Clear,Rural Road,Evening,2,97,12,0,Low,Icy,Bike,33,14,Artificial Light,0,18.14944632815384,81.90754733645389,Andhra Pradesh
Foggy,Rural Road,Night,1,36,5,0,Low,Dry,Bike,68,50,Daylight,0,16.219817297452025,77.48907696135561,Telangana
Foggy,Rural Road,Morning,3,41,19,0,Low,Dry,Car,60,40,Daylight,0,17.26030028391534,81.68033212792545,Andhra Pradesh
Rainy,Rural Road,Afternoon,3,57,3,0,Moderate,Dry,Bus,65,42,Artificial Light,1,18.743541796852533,80.69126105744887,Telangana
Clear,Highway,Night,2,33,14,0,Low,Wet,Bus,52,34,Daylight,0,16.94224652577803,81.45991647555616,Andhra Pradesh
Clear,Highway,Afternoon,3,84,16,0,Moderate,Icy,Car,59,36,Daylight,1,18.04520913498552,77.87922155236267,Telangana
Clear,Highway,Evening,2,117,15,0,Low,Dry,Bus,37,12,Artificial Light,0,16.349158999540002,81.63580777927741,Telangana
Clear,Rural Road,Afternoon,2,92,18,0,Low,Dry,Car,58,35,Daylight,1,14.451637255227926,78.43510595818263,Andhra Pradesh
Rainy,City Road,Morning,2,124,16,0,Moderate,Wet,Bus,36,16,Daylight,1,18.082008148130814,82.28574520767343,Andhra Pradesh
Rainy,Rural Road,Morning,1,93,3,0,Moderate,Wet,Bus,65,43,Daylight,1,16.324183921673214,80.67326269683436,Telangana
Rainy,Highway,Evening,3,59,14,0,Low,Dry,Car,54,33,Daylight,1,17.025848495264295,81.81424517707252,Andhra Pradesh
Clear,City Road,Afternoon,3,52,9,0,Low,Dry,Bus,44,19,Artificial Light,0,17.840801910788276,78.81264292715994,Telangana
Rainy,City Road,Night,3,97,19,0,High,Icy,Bus,25,2,Daylight,1,17.29700405760796,80.56710518762465,Andhra Pradesh
Clear,Rural Road,Evening,1,72,7,1,Moderate,Wet,Car,67,44,Artificial Light,1,14.427362233918965,77.60098061135047,Andhra Pradesh
Foggy,City Road,Night,1,35,19,0,Low,Dry,Truck,24,6,Daylight,0,15.93484032205918,79.37180700266353,Andhra Pradesh
Rainy,Highway,Night,1,49,19,0,Moderate,Wet,Bus,44,22,Daylight,1,16.910736369379972,83.0802968703744,Andhra Pradesh
Rainy,City Road,Afternoon,3,60,17,0,Moderate,Dry,Bus,35,15,Daylight,1,18.66882361633278,78.35747245028492,Telangana
Foggy,Rural Road,Afternoon,3,50,6,1,High,Dry,Bus,69,47,Artificial Light,1,14.260928645207073,79.76018295106005,Andhra Pradesh
Clear,Rural Road,Evening,2,72,13,1,Moderate,Wet,Bike,63,42,Artificial Light,1,15.719746613697687,79.6591247430436,Andhra Pradesh
Clear,Rural Road,Afternoon,1,49,18,1,Moderate,Dry,Truck,51,32,Daylight,1,14.476142492575114,78.51695911765947,Andhra Pradesh
Foggy,Highway,Evening,3,82,12,0,Moderate,Wet,Truck,47,29,Artificial Light,1,17.27931484457623,83.09561056908024,Andhra Pradesh
Clear,Highway,Afternoon,2,55,6,0,Low,Icy,Bus,23,0,Artificial Light,0,17.384417738816353,78.75238262470023,Telangana
Rainy,Highway,Morning,1,42,9,1,High,Dry,Bike,54,36,Daylight,1,18.240958462292276,81.29936128629481,Telangana
Clear,Highway,Afternoon,2,93,19,0,Low,Wet,Bike,60,38,Daylight,0,17.27094086939947,81.05384259635342,Andhra Pradesh
Clear,Highway,Evening,2,78,14,1,Moderate,Wet,Bike,65,40,Daylight,1,18.650952428000664,77.69690543402633,Telangana
Foggy,Rural Road,Night,3,98,8,0,Moderate,Wet,Truck,65,40,Artificial Light,1,18.525711810179,78.54505009275017,Telangana
Rainy,Rural Road,Morning,1,110,13,0,Moderate,Dry,Bus,30,7,Daylight,1,18.37270511564997,80.56483601861085,Andhra Pradesh
Rainy,Rural Road,Afternoon,1,128,9,0,Moderate,Wet,Bike,56,37,Daylight,1,17.594886814747234,77.30164686457043,Telangana
Rainy,City Road,Evening,2,64,16,0,Low,Dry,Truck,46,22,Artificial Light,0,17.502094755588836,81.62581864988161,Andhra Pradesh
Foggy,Highway,Night,1,102,13,0,Moderate,Dry,Truck,63,41,Artificial Light,1,17.25277507546895,82.85292028976399,Andhra Pradesh
Clear,Highway,Night,2,110,16,0,Moderate,Wet,Truck,35,17,Daylight,1,19.00782281544228,79.69452783122428,Telangana
Rainy,Rural Road,Evening,2,93,7,0,Moderate,Dry,Bus,19,0,Artificial Light,1,16.901232742249306,81.50565616629677,Andhra Pradesh
Clear,Rural Road,Night,1,87,8,0,Moderate,Dry,Bus,55,31,Daylight,1,16.46377200121467,78.37168814502168,Telangana
Clear,Rural Road,Night,1,103,13,0,Moderate,Dry,Bus,55,32,Daylight,1,16.72203579892468,79.64140929603882,Telangana
Foggy,Highway,Evening,2,75,1,0,Low,Dry,Bus,32,12,Artificial Light,0,18.38989484164301,81.18449726485532,Andhra Pradesh
Foggy,City Road,Afternoon,2,52,17,1,Moderate,Icy,Bike,54,31,Artificial Light,1,18.430870411662134,81.04111856424136,Telangana
Foggy,Highway,Night,3,30,9,0,Moderate,Dry,Truck,47,22,Artificial Light,1,17.01000730500215,81.41892580507,Andhra Pradesh
Rainy,Rural Road,Evening,2,82,11,0,Moderate,Icy,Bike,61,40,Artificial Light,1,17.110888453096962,83.10611287651183,Andhra Pradesh
Clear,Rural Road,Night,1,76,2,0,Low,Dry,Bus,53,29,Artificial Light,0,16.93859056500966,82.97181374486124,Andhra Pradesh
Rainy,Highway,Afternoon,1,45,4,0,Low,Wet,Car,18,0,Daylight,0,19.008871407573793,79.33999652729106,Telangana
Foggy,City Road,Night,3,36,3,1,High,Dry,Truck,52,34,Daylight,1,14.96988042163723,77.8678004635555,Andhra Pradesh
Rainy,Highway,Night,1,71,7,1,High,Dry,Bus,30,7,Artificial Light,1,17.659935640406285,83.81818648648512,Andhra Pradesh
Clear,City Road,Night,1,53,11,1,High,Icy,Bus,52,28,Artificial Light,1,16.081878903563577,79.58475224107131,Telangana
Rainy,Highway,Morning,2,75,11,0,Low,Dry,Bus,68,49,Artificial Light,0,17.14857109066397,79.58906496310047,Telangana
Clear,Rural Road,Afternoon,1,66,5,0,Low,Wet,Truck,61,38,Artificial Light,0,15.89829933424378,78.67121916709743,Telangana
Clear,Highway,Evening,2,92,8,0,Low,Icy,Bike,50,30,Daylight,0,15.384854334636593,78.53633973347706,Andhra Pradesh
Foggy,Highway,Afternoon,1,48,4,0,Low,Wet,Bike,59,38,Daylight,0,17.09608504558271,81.84085501756705,Andhra Pradesh
Clear,Highway,Afternoon,2,35,19,1,Moderate,Dry,Car,29,9,Artificial Light,1,16.418033017020672,78.50890737710586,Andhra Pradesh
Clear,Highway,Evening,1,44,18,0,Low,Dry,Bus,54,32,Artificial Light,0,17.412746638865823,81.17878864635335,Telangana
Clear,Rural Road,Night,2,51,13,0,Low,Icy,Bus,44,25,Artificial Light,0,17.604036344591304,81.3082958260956,Andhra Pradesh
Clear,City Road,Morning,2,86,10,0,Low,Wet,Bike,53,31,Artificial Light,0,15.329970795676955,79.36077946555278,Andhra Pradesh
Rainy,City Road,Evening,2,95,9,1,High,Dry,Truck,64,39,Daylight,1,19.001004193117545,78.21052241086913,Telangana
Clear,City Road,Morning,3,44,1,0,Low,Icy,Truck,64,41,Artificial Light,0,16.00013601987843,78.29604665379951,Andhra Pradesh
Foggy,Highway,Morning,2,61,18,0,Moderate,Icy,Car,21,2,Daylight,0,16.507697362899325,77.21237113122407,Telangana
Clear,Rural Road,Afternoon,1,86,8,0,Low,Dry,Bus,63,38,Artificial Light,0,17.648704977681906,78.85643383823256,Telangana
Foggy,Rural Road,Evening,1,117,10,1,High,Icy,Truck,52,32,Artificial Light,1,18.075130318684177,78.0837931351673,Telangana
Rainy,City Road,Evening,2,97,16,0,Moderate,Icy,Truck,24,2,Daylight,1,14.644388039070273,78.02078809170159,Andhra Pradesh
Clear,Highway,Night,3,42,7,0,Moderate,Icy,Bus,62,37,Daylight,1,17.49770204748855,81.25279830074783,Andhra Pradesh
Rainy,City Road,Evening,1,93,18,0,Moderate,Dry,Truck,31,9,Artificial Light,1,16.914628979576253,77.99761462402965,Telangana
Clear,City Road,Morning,2,34,1,0,Low,Icy,Bus,37,17,Artificial Light,0,18.745686731124984,80.81941844689419,Telangana
Clear,Rural Road,Evening,3,59,16,0,Low,Icy,Bus,50,30,Daylight,0,17.69554683958306,80.55620900661958,Telangana
Rainy,Highway,Morning,2,126,1,0,Moderate,Dry,Bus,59,36,Daylight,1,14.345688819194521,79.72220945711943,Andhra Pradesh
Clear,Rural Road,Night,3,52,15,0,Moderate,Wet,Car,29,10,Daylight,1,19.166230983095367,78.16107226762037,Telangana
Clear,Highway,Night,1,115,13,0,Moderate,Icy,Truck,34,9,Daylight,1,16.56327664655889,77.79060738422405,Telangana
Clear,City Road,Afternoon,1,57,10,0,Low,Dry,Truck,28,6,Artificial Light,0,16.367352106421865,80.71636045543488,Telangana
Foggy,Rural Road,Morning,2,100,14,0,Low,Icy,Truck,26,2,Daylight,0,17.725582453501655,80.87979061187738,Telangana
Foggy,Rural Road,Evening,1,119,3,0,Low,Wet,Truck,63,39,Artificial Light,0,18.859645066835842,80.04167975347454,Telangana
Rainy,Highway,Morning,3,94,11,0,Moderate,Dry,Bus,64,45,Artificial Light,1,14.045889310947855,78.21708858765155,Andhra Pradesh
Foggy,Rural Road,Night,1,34,1,0,High,Dry,Bus,21,0,Daylight,1,14.023362383715611,77.57584697046997,Andhra Pradesh
Rainy,Rural Road,Afternoon,2,57,6,0,Low,Icy,Bus,68,47,Artificial Light,0,15.71006215423018,78.11035038617679,Andhra Pradesh
Clear,Highway,Morning,3,83,11,0,Moderate,Dry,Car,64,46,Artificial Light,1,15.981141672848159,78.20562685115323,Andhra Pradesh
Clear,City Road,Night,3,96,7,0,Moderate,Icy,Bus,32,10,Daylight,1,18.365558249375468,81.7081294340347,Andhra Pradesh
Clear,City Road,Evening,3,116,10,0,Moderate,Wet,Truck,35,16,Artificial Light,1,17.483713742786296,83.18963728482447,Andhra Pradesh
Foggy,Rural Road,Evening,1,32,7,0,Low,Wet,Car,38,20,Artificial Light,0,17.038980100266727,81.34950245379504,Andhra Pradesh
Rainy,Rural Road,Evening,1,61,9,0,Low,Icy,Car,61,40,Artificial Light,0,14.493509334326356,78.82369649902208,Andhra Pradesh
Rainy,Highway,Night,3,95,10,0,High,Dry,Bike,46,24,Daylight,1,14.367241422194448,79.73296465509571,Andhra Pradesh
Foggy,City Road,Afternoon,3,51,14,0,Low,Icy,Bike,32,9,Daylight,0,19.68465666102206,81.35748833917384,Telangana
Clear,Rural Road,Afternoon,3,81,14,0,Moderate,Dry,Bike,66,42,Daylight,1,16.67968173745301,80.18005876325162,Telangana
Rainy,Highway,Evening,2,99,14,0,Moderate,Dry,Bike,30,8,Daylight,1,16.465069820491074,77.91497479078716,Andhra Pradesh
Rainy,Highway,Afternoon,3,105,19,0,Moderate,Dry,Bike,64,40,Artificial Light,1,18.940706188029115,78.79236549865743,Telangana
Foggy,City Road,Afternoon,3,81,19,1,High,Wet,Bus,27,7,Daylight,1,17.34275388242771,83.27842569252016,Andhra Pradesh
Foggy,Rural Road,Morning,3,81,13,0,Moderate,Wet,Car,41,20,Artificial Light,1,17.575046200406096,83.98305793570043,Andhra Pradesh
Clear,City Road,Evening,1,107,17,0,Low,Dry,Bike,62,40,Daylight,0,17.73080150941848,81.7783547056538,Andhra Pradesh
Rainy,City Road,Evening,3,64,15,0,Moderate,Dry,Bus,22,2,Artificial Light,1,17.891281506890817,83.78260441633209,Andhra Pradesh
Rainy,City Road,Morning,2,54,7,0,Low,Dry,Bike,25,5,Artificial Light,0,18.023671697018518,80.81147966605927,Telangana
Clear,City Road,Evening,3,109,12,1,High,Wet,Bike,50,25,Daylight,1,16.165746891149553,78.19244277593006,Telangana
Clear,Rural Road,Morning,1,42,19,0,Low,Dry,Bike,46,27,Daylight,0,16.54002344725755,81.38499242566895,Andhra Pradesh
Clear,Rural Road,Night,3,112,15,0,Moderate,Icy,Car,55,32,Daylight,1,16.529922396512603,81.42591200179115,Andhra Pradesh
Rainy,Highway,Afternoon,2,32,15,0,Low,Icy,Bus,39,16,Artificial Light,0,17.64629849596249,83.74013092569356,Andhra Pradesh
Rainy,City Road,Night,3,83,9,0,High,Icy,Bike,43,23,Artificial Light,1,15.036839506324984,79.63980770740605,Andhra Pradesh
Clear,Highway,Morning,1,54,11,0,Moderate,Dry,Car,44,19,Artificial Light,0,14.500022302781868,77.80093743110228,Andhra Pradesh
Rainy,Highway,Morning,1,110,13,1,High,Icy,Bike,49,28,Daylight,1,15.399707913942459,79.31624931172334,Andhra Pradesh
Rainy,City Road,Night,3,111,12,0,High,Icy,Car,46,21,Daylight,1,18.829100705322613,80.13849420913033,Telangana
Clear,Highway,Evening,1,72,8,0,Low,Icy,Bus,45,27,Daylight,0,19.844166903678456,79.70787173151892,Telangana
Foggy,Rural Road,Afternoon,2,51,3,1,Moderate,Dry,Truck,21,0,Artificial Light,1,18.156547129631978,81.38148676820998,Andhra Pradesh
Clear,City Road,Night,2,113,2,0,Moderate,Dry,Bus,35,11,Artificial Light,1,18.986938807390064,81.69840335120024,Telangana
Rainy,Highway,Night,3,110,2,0,Moderate,Icy,Bus,31,8,Daylight,0,15.490075402374503,78.5588882040526,Andhra Pradesh
Foggy,City Road,Evening,2,81,8,0,Low,Dry,Truck,19,1,Daylight,0,17.206009501943672,82.72730446998357,Andhra Pradesh
Rainy,City Road,Night,2,115,5,0,Moderate,Icy,Car,18,0,Daylight,1,15.696292673711035,77.9563432327452,Andhra Pradesh
Rainy,City Road,Afternoon,3,61,6,0,Moderate,Dry,Car,49,29,Artificial Light,1,18.083280144366125,82.1649642736617,Andhra Pradesh
Rainy,Highway,Evening,1,75,1,0,Low,Dry,Truck,47,26,Daylight,0,18.000155446915524,80.82433942640287,Telangana
Rainy,Rural Road,Afternoon,2,41,3,0,Low,Wet,Bike,40,20,Artificial Light,0,15.023362302205982,79.5594492357467,Andhra Pradesh
Foggy,City Road,Morning,2,75,17,0,Low,Icy,Bike,21,0,Artificial Light,0,18.49103289718065,80.91598402466683,Andhra Pradesh
Rainy,Highway,Afternoon,1,128,12,0,Moderate,Icy,Truck,40,17,Daylight,1,18.280037802297528,81.35733727928084,Andhra Pradesh
Foggy,Highway,Morning,2,90,19,0,Low,Wet,Bike,62,38,Artificial Light,0,16.027538437330172,79.47566869937387,Andhra Pradesh
Clear,Highway,Night,1,81,12,0,Moderate,Wet,Bike,20,0,Daylight,1,19.865536366223083,78.581986637188,Telangana
Clear,Rural Road,Night,3,51,2,0,Moderate,Wet,Truck,65,42,Daylight,1,14.288499645702071,78.43566137012076,Andhra Pradesh
Rainy,City Road,Evening,2,54,18,1,High,Icy,Truck,67,45,Daylight,1,14.91914511514777,78.85951937523191,Andhra Pradesh
Foggy,City Road,Morning,3,90,3,0,Moderate,Dry,Truck,51,27,Artificial Light,1,17.79190306222409,83.90513036285694,Andhra Pradesh
Foggy,Rural Road,Morning,2,49,19,0,Low,Dry,Bike,49,25,Artificial Light,0,17.64792303500326,83.52060072737599,Andhra Pradesh
Foggy,Rural Road,Night,3,72,19,0,Moderate,Wet,Truck,36,14,Artificial Light,1,16.657054371883145,82.4618877334587,Andhra Pradesh
Rainy,City Road,Afternoon,2,65,18,0,Low,Icy,Truck,36,16,Daylight,0,17.161502952377663,77.9282263910883,Telangana
Foggy,City Road,Evening,2,63,9,1,Moderate,Icy,Car,65,46,Artificial Light,1,15.303998782477803,79.64653574847185,Andhra Pradesh
Foggy,Rural Road,Afternoon,3,96,7,0,Moderate,Dry,Car,68,48,Daylight,1,19.104667668872583,80.45696743073624,Telangana
Rainy,Highway,Afternoon,1,55,12,0,Low,Icy,Bike,22,4,Daylight,0,15.82060456379778,79.21077024619979,Telangana
Rainy,City Road,Afternoon,2,66,9,0,Low,Wet,Bus,33,11,Daylight,0,16.609693754773332,81.48075018192968,Telangana
Clear,Highway,Afternoon,1,34,4,0,Low,Dry,Bike,69,48,Artificial Light,0,17.07212010331857,82.30892868707075,Andhra Pradesh
Rainy,Rural Road,Afternoon,2,41,11,0,Low,Wet,Bus,25,6,Artificial Light,0,16.919729354558243,82.59684763785964,Andhra Pradesh
Clear,Highway,Morning,1,95,19,1,High,Icy,Truck,44,19,Daylight,1,16.61633551744185,81.80285853315125,Andhra Pradesh
Rainy,Highway,Night,1,43,9,0,High,Icy,Bike,66,41,Artificial Light,1,18.754724263482235,79.80759176388756,Telangana
Clear,Highway,Afternoon,3,34,7,1,High,Wet,Bike,43,21,Artificial Light,1,17.631503128449165,81.77908019628646,Andhra Pradesh
Rainy,Rural Road,Night,2,93,9,0,Moderate,Dry,Bus,21,1,Artificial Light,1,14.137262227276937,79.04880040176862,Andhra Pradesh
Foggy,Highway,Night,1,103,1,0,Moderate,Icy,Car,30,8,Daylight,1,16.009711771838134,77.92329438008933,Andhra Pradesh
Clear,Highway,Night,2,39,15,0,Low,Dry,Bike,38,14,Daylight,0,17.934095877414208,80.79494695713268,Andhra Pradesh
Rainy,Highway,Afternoon,2,41,15,0,Low,Wet,Bus,19,0,Artificial Light,0,15.797267361511976,79.17809529324128,Andhra Pradesh
Clear,Rural Road,Evening,2,89,19,0,Low,Wet,Bike,59,41,Daylight,0,17.935521089632463,82.87936343826989,Andhra Pradesh
Rainy,City Road,Afternoon,1,41,14,0,Low,Wet,Bus,25,1,Artificial Light,0,19.206782212369585,77.39550099440541,Telangana
Clear,Highway,Afternoon,2,103,11,0,Low,Icy,Truck,38,16,Artificial Light,0,17.24601419975712,81.02075899347203,Andhra Pradesh
Foggy,Highway,Morning,1,90,15,0,Low,Dry,Bus,53,33,Artificial Light,0,18.334697803013498,81.87017905616905,Andhra Pradesh
Foggy,City Road,Morning,2,76,9,0,Moderate,Dry,Bus,19,0,Artificial Light,0,14.000602186294666,77.88758367995612,Andhra Pradesh
Foggy,Highway,Night,3,72,1,0,Moderate,Wet,Bike,61,40,Artificial Light,1,17.156294361030138,83.67866358493777,Andhra Pradesh
Clear,Rural Road,Evening,1,111,9,0,Low,Dry,Car,65,42,Artificial Light,0,17.712819553487602,82.08023578691805,Andhra Pradesh
Foggy,Rural Road,Afternoon,2,88,16,0,Low,Wet,Bus,64,45,Daylight,0,19.64771967069983,77.77583996992435,Telangana
Rainy,City Road,Evening,1,98,7,0,Moderate,Icy,Car,40,18,Daylight,1,16.559083937222987,82.0187733737098,Andhra Pradesh
Foggy,Highway,Night,1,75,18,0,Low,Dry,Bike,51,27,Artificial Light,0,16.939114888215084,81.28855788928452,Telangana
Rainy,City Road,Morning,3,64,16,0,Moderate,Wet,Truck,26,1,Daylight,1,15.535226844939254,78.723394602827,Andhra Pradesh
Foggy,City Road,Night,3,65,17,0,Moderate,Icy,Bus,58,33,Artificial Light,1,17.39003736745071,83.9982681639798,Andhra Pradesh
Rainy,Highway,Afternoon,2,76,6,0,Low,Wet,Car,21,1,Daylight,0,19.22444009246866,81.39925755458545,Telangana
Clear,City Road,Night,3,128,17,0,Moderate,Icy,Truck,19,0,Artificial Light,1,14.257604233577457,78.02313098434904,Andhra Pradesh
Clear,City Road,Morning,2,51,7,0,Low,Wet,Bike,48,25,Artificial Light,0,17.10702024975622,80.88012590821272,Andhra Pradesh
Clear,City Road,Evening,3,55,13,1,High,Wet,Truck,58,40,Daylight,1,17.854254977147804,83.56076853263328,Andhra Pradesh
Rainy,City Road,Night,2,62,12,0,Moderate,Dry,Bike,58,36,Daylight,1,16.346463989446264,77.62396606790571,Andhra Pradesh
Rainy,Highway,Evening,1,101,7,0,Moderate,Dry,Truck,57,34,Daylight,1,15.84993732520782,80.30828913503021,Telangana
Foggy,City Road,Evening,2,40,8,0,Low,Wet,Truck,19,0,Daylight,0,17.007002032211545,81.65810480692828,Andhra Pradesh
Foggy,City Road,Morning,3,129,4,0,Moderate,Dry,Bike,59,34,Daylight,1,16.906163837358694,79.60375110961746,Telangana
Foggy,Highway,Night,2,80,19,0,Low,Dry,Truck,62,37,Artificial Light,0,17.604608633618945,79.60841419147029,Telangana
Clear,Highway,Evening,2,71,3,0,Low,Dry,Truck,18,0,Artificial Light,0,14.967826272427871,78.07800768042696,Andhra Pradesh
Rainy,Highway,Morning,2,33,1,0,Low,Dry,Truck,30,9,Artificial Light,0,16.48142220091586,78.84252836180335,Telangana
Foggy,Highway,Evening,1,70,8,1,Moderate,Dry,Truck,45,23,Artificial Light,1,15.891762275278674,79.03388238937369,Andhra Pradesh
Clear,City Road,Night,1,96,4,0,Moderate,Dry,Truck,39,16,Daylight,1,16.759515518758185,79.96400535551709,Telangana
Foggy,City Road,Morning,1,75,15,0,Low,Dry,Bus,56,35,Daylight,0,17.46853239621945,82.42492645234353,Andhra Pradesh
Rainy,Highway,Morning,2,36,14,0,Low,Dry,Bus,18,0,Artificial Light,0,17.816341593757038,79.85764492054831,Telangana
Clear,Highway,Night,3,83,12,0,Moderate,Wet,Bus,54,33,Artificial Light,1,14.274070486008599,79.22413922994275,Andhra Pradesh
Foggy,City Road,Night,2,107,16,1,High,Dry,Bike,58,36,Artificial Light,1,16.63325599682075,83.91627890177514,Andhra Pradesh
Rainy,City Road,Morning,2,129,12,0,Moderate,Dry,Bike,65,43,Artificial Light,1,14.15109136235141,78.51948291539242,Andhra Pradesh
Clear,City Road,Night,1,30,16,0,Low,Wet,Car,66,42,Artificial Light,0,16.563604247029076,79.48112101653177,Telangana
Foggy,Rural Road,Night,3,76,11,0,Moderate,Icy,Bike,62,44,Daylight,1,16.376529436857226,78.95878110293853,Andhra Pradesh
Rainy,Rural Road,Night,2,51,17,1,High,Dry,Bus,69,49,Artificial Light,1,17.706651131289195,81.59200457137958,Andhra Pradesh
Foggy,City Road,Evening,1,35,15,0,Low,Dry,Truck,55,35,Daylight,0,19.530276927411446,81.29088217659744,Telangana
Foggy,Rural Road,Afternoon,3,99,14,0,Moderate,Wet,Truck,29,5,Daylight,1,18.08875017614661,78.7265549022877,Telangana
Rainy,Rural Road,Night,3,91,4,1,High,Wet,Bike,50,25,Artificial Light,1,17.00289766989021,77.35706457511378,Telangana
Clear,Highway,Morning,1,84,13,0,Low,Wet,Car,66,44,Artificial Light,0,19.14486548920371,79.31680110128335,Telangana
Foggy,City Road,Night,3,104,13,0,Moderate,Dry,Bus,29,7,Daylight,1,17.133045006441083,79.41421866848945,Telangana
Rainy,City Road,Morning,1,49,19,0,Low,Wet,Truck,42,22,Daylight,0,19.156825760864074,77.78568677622535,Telangana
Rainy,Highway,Night,2,78,17,0,Moderate,Wet,Bike,32,10,Artificial Light,1,16.243772087770886,79.67742820457794,Andhra Pradesh
Clear,City Road,Evening,2,57,14,0,Low,Wet,Bike,42,21,Artificial Light,0,16.934280808075343,81.80774286463344,Andhra Pradesh
Rainy,Rural Road,Evening,1,102,4,0,Moderate,Wet,Truck,29,5,Daylight,1,17.164939594548752,78.02792338876344,Telangana
Foggy,Rural Road,Night,2,56,12,0,Low,Icy,Bike,53,30,Artificial Light,0,15.191560401271571,79.4911122823452,Andhra Pradesh
Foggy,Highway,Evening,1,102,4,0,Low,Dry,Car,36,12,Daylight,0,17.787735855110252,83.17032107479046,Andhra Pradesh
Clear,Highway,Afternoon,2,120,7,0,Low,Dry,Car,30,5,Artificial Light,0,16.215184917738814,79.17677760850783,Andhra Pradesh
Rainy,Rural Road,Night,3,59,11,0,Moderate,Wet,Bike,19,0,Daylight,1,19.604021252755555,78.7634860191582,Telangana
Clear,Highway,Evening,3,55,18,0,Low,Wet,Truck,60,42,Artificial Light,0,16.52815932656578,80.52435155556152,Andhra Pradesh
Foggy,Highway,Evening,1,106,19,0,Low,Dry,Car,33,10,Daylight,0,16.70161439427817,81.41073978777514,Andhra Pradesh
Rainy,Rural Road,Night,3,80,15,0,Moderate,Dry,Bus,20,0,Artificial Light,1,16.557040049677298,83.68256451242117,Andhra Pradesh
Foggy,Highway,Evening,3,74,1,0,Low,Icy,Car,23,0,Daylight,0,17.972164288674172,81.03251760421831,Andhra Pradesh
Rainy,Rural Road,Afternoon,1,123,7,0,Moderate,Wet,Bike,44,19,Artificial Light,1,16.231989848974713,79.0039726366493,Andhra Pradesh
